"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CHROM","CDSNAME","CDSSTART","CDSEND","CDSSTRAND","Sets"
"TraesCS1A02G113300",65.2302207671532,1.47410768282688,0.318408383163699,4.62961329152261,3.66349249051407e-06,0.000310846140600351,"chr1A",NA,115975863,115975875,"+","up_regulated"
"TraesCS1A02G120600",12.1603442909278,1.48143099619325,0.357260629269131,4.14663938543662,3.37390818318111e-05,0.00174098095856934,"chr1A",NA,133156334,133156447,"-","up_regulated"
"TraesCS1A02G136600",3.12850473778182,1.92054292477728,0.543376592212865,3.53446017421544,0.000408609007288705,0.0110465683728071,"chr1A",NA,218219599,218219934,"-","up_regulated"
"TraesCS1A02G149700",6.57987630537177,2.61714679690594,0.815231980393183,3.21030928600679,0.00132592221710854,0.0243945394779565,"chr1A",NA,257415390,257418681,"+","up_regulated"
"TraesCS1A02G150100",589.913469818758,1.05778895235778,0.318341313387693,3.32281393546161,0.0008911433363815,0.0185406418842555,"chr1A",NA,257573411,257574784,"-","up_regulated"
"TraesCS1A02G157000",3.93259983099193,1.44740409329848,0.49221300536887,2.9406051394635,0.00327571811404938,0.0442511681129959,"chr1A",NA,278522195,278522386,"+","up_regulated"
"TraesCS1A02G180000",54.8328369949365,1.101441075102,0.345318004738702,3.18964276402397,0.00142448760507498,0.0256202522708276,"chr1A",NA,325032422,325033066,"+","up_regulated"
"TraesCS1A02G182200",9.8973212862997,1.32409439625652,0.41692665145309,3.17584493973157,0.00149400785344386,0.0264717119391032,"chr1A",NA,328841138,328842214,"-","up_regulated"
"TraesCS1A02G184000",4.42203887404788,2.4265864434507,0.810418995138816,2.99423687994265,0.00275132247402657,0.0393193178751793,"chr1A",NA,333913350,333914042,"+","up_regulated"
"TraesCS1A02G186800",111.581471647122,1.93248386498254,0.533699287075136,3.62092270269509,0.000293554216548528,0.00876008777384214,"chr1A",NA,337776596,337776922,"-","up_regulated"
"TraesCS1A02G195700",28.2308412312203,2.09020863473825,0.452494455351199,4.61930220363905,3.85032725061638e-06,0.000323736712224753,"chr1A",NA,353631173,353631175,"-","up_regulated"
"TraesCS1A02G203800",58.1537387878667,25.839737746006,2.94506603865057,8.77390775177514,1.72570617983237e-18,7.08959418562779e-16,"chr1A",NA,365536062,365536384,"+","up_regulated"
"TraesCS1A02G207900",34.7827950942392,1.93265901644876,0.595695479024283,3.24437415508734,0.00117709017376624,0.0224682066109931,"chr1A",NA,369579427,369579613,"+","up_regulated"
"TraesCS1A02G211300",7.59638198842389,1.35938894478177,0.450247845297236,3.01920144422758,0.00253441952090452,0.0373613995589409,"chr1A",NA,374168613,374169194,"-","up_regulated"
"TraesCS1A02G220000",3.15405516156396,2.51138430901017,0.742664896711038,3.38158477683822,0.000720689907390021,0.0160921850322278,"chr1A",NA,388849129,388849977,"+","up_regulated"
"TraesCS1A02G235700",34.1627553927146,1.56331261697641,0.388327927008904,4.025753772122,5.67930936410747e-05,0.00260272460486247,"chr1A",NA,417387346,417389226,"-","up_regulated"
"TraesCS1A02G243200",3.87794145961175,1.8516512482833,0.512674461415418,3.61174856100919,0.000304139380786796,0.00899393494618266,"chr1A",NA,431431461,431431649,"+","up_regulated"
"TraesCS1A02G244300",17.1478734137665,1.80176308400734,0.458213246683312,3.93214970769408,8.41896062063361e-05,0.00349185133473053,"chr1A",NA,432559100,432560254,"-","up_regulated"
"TraesCS1A02G258800",61.7605941452398,1.28138990146491,0.225099440566583,5.69255036014129,1.25155666456914e-08,2.02483270981675e-06,"chr1A",NA,452018577,452018970,"+","up_regulated"
"TraesCS1A02G261400",251.912140787092,1.77325919465152,0.403486257279607,4.39484409359373,1.1085228380543e-05,0.000738749665483623,"chr1A",NA,455822570,455822698,"-","up_regulated"
"TraesCS1A02G263400",5.44532427164443,1.37832787814701,0.428627702470716,3.21567614552673,0.00130137602001252,0.0241280541156849,"chr1A",NA,458896420,458896595,"+","up_regulated"
"TraesCS1A02G263600",77.5915955076159,4.79578914777938,0.702711039297297,6.82469589858032,8.81117622922207e-12,2.2786193188797e-09,"chr1A",NA,459097243,459097811,"+","up_regulated"
"TraesCS1A02G270800",19.5730110796587,1.44083105382611,0.448012513321185,3.21605091595546,0.0012996777107133,0.0241172327622642,"chr1A",NA,464840279,464840398,"-","up_regulated"
"TraesCS1A02G270900",24.958636712423,3.46965116033335,0.589400446781943,5.88674674285919,3.93871556457538e-09,6.92851022483978e-07,"chr1A",NA,464901178,464901279,"+","up_regulated"
"TraesCS1A02G271000",60.3864707255707,2.11865369696841,0.702497753801638,3.01588679181265,0.00256228905573883,0.0376370632740456,"chr1A",NA,464911436,464911531,"+","up_regulated"
"TraesCS1A02G273600",28.20191222452,1.18967514309031,0.369519868740071,3.21951603616517,0.00128407178522173,0.02393713371015,"chr1A",NA,467193352,467194174,"-","up_regulated"
"TraesCS1A02G279200",10.261515773909,1.50806079300438,0.339820320619215,4.43781816889708,9.08753351465279e-06,0.000631177541157521,"chr1A",NA,474791653,474793587,"+","up_regulated"
"TraesCS1A02G281000",344.66747223476,1.03544228730661,0.199854343326298,5.18098466149451,2.20717643716576e-07,2.73157586483166e-05,"chr1A",NA,478628730,478628837,"-","up_regulated"
"TraesCS1A02G290700",1.68940166585289,2.82729585824482,0.893558503669831,3.16408589547653,0.00155570874329262,0.0272332941011662,"chr1A",NA,487088934,487089273,"+","up_regulated"
"TraesCS1A02G292000",20.3295546747233,1.19838525538518,0.404753424644231,2.96077854421747,0.00306862498976099,0.0422896917378739,"chr1A",NA,487725475,487725750,"+","up_regulated"
"TraesCS1A02G294700",6.82989175428351,4.2958115309617,0.755223834635153,5.68813023894697,1.28437855517529e-08,2.06870997559376e-06,"chr1A",NA,489600443,489601192,"-","up_regulated"
"TraesCS1A02G295400",8.22353994028541,1.20310263952429,0.31280881474271,3.84612767550638,0.000119999250601785,0.00453913249216892,"chr1A",NA,490418320,490418631,"+","up_regulated"
"TraesCS1A02G295900",50.4138036454645,2.03602484364922,0.417622533759335,4.87527534810306,1.08656788219306e-06,0.000110201751926799,"chr1A",NA,490893890,490894471,"+","up_regulated"
"TraesCS1A02G296300",32.6770548314628,1.03536471574212,0.330833057238078,3.12956850317723,0.00175063248708013,0.0294289443365664,"chr1A",NA,491152788,491152881,"-","up_regulated"
"TraesCS1A02G298600",29.4431610096948,1.85389460811447,0.579429604945636,3.19951654573883,0.00137658285499202,0.0250361426499109,"chr1A",NA,493503030,493503131,"-","up_regulated"
"TraesCS1A02G303800",4.37140941823195,2.31485344575271,0.6006862034336,3.85368172686622,0.000116354828860226,0.00446176111488282,"chr1A",NA,497243346,497243621,"-","up_regulated"
"TraesCS1A02G304000",5.46916780758426,2.32678274568244,0.679440945375036,3.42455479246708,0.000615807653483612,0.0145617758789148,"chr1A",NA,497345478,497346953,"+","up_regulated"
"TraesCS1A02G310600",37.570633393106,1.61233335469454,0.304434431568174,5.29615965707048,1.18263446525251e-07,1.53223159959162e-05,"chr1A",NA,501039126,501039213,"-","up_regulated"
"TraesCS1A02G325300",1.04667279968449,3.43313279324865,1.18831180442322,2.88908414480913,0.00386365670919616,0.0489632871913164,"chr1A",NA,516164748,516164752,"-","up_regulated"
"TraesCS1A02G337300",9.33603602054378,2.21136796822878,0.639662591862028,3.45708502632863,0.000546052529032642,0.0134258597195109,"chr1A",NA,526747921,526750537,"+","up_regulated"
"TraesCS1A02G337500",185.279608816211,1.16803789316381,0.39486892626452,2.95803953026517,0.00309602417866204,0.0425318369178736,"chr1A",NA,526830570,526831004,"+","up_regulated"
"TraesCS1A02G338600",27.0538378438554,1.00044607025664,0.341726445579954,2.92762261509715,0.00341564351254745,0.0453857564789058,"chr1A",NA,528066282,528066476,"-","up_regulated"
"TraesCS1A02G344100",1.92122121044383,2.57275952880725,0.676990958997785,3.8002863917355,0.000144528956439124,0.00521767217044689,"chr1A",NA,532266205,532266298,"+","up_regulated"
"TraesCS1A02G347000",27.2491998041828,1.95265447959657,0.654001257870201,2.98570447089891,0.0028292592109922,0.0401590237011816,"chr1A",NA,533212431,533213210,"-","up_regulated"
"TraesCS1A02G350400",221.339396114569,1.68446855711079,0.494502736496008,3.4063887473035,0.000658283732360245,0.0152986742096325,"chr1A",NA,535312092,535312340,"+","up_regulated"
"TraesCS1A02G353900",27.2514231430309,1.18539856458578,0.353709617652963,3.35133257741614,0.000804236526227878,0.0173316709553292,"chr1A",NA,537072902,537073654,"+","up_regulated"
"TraesCS1A02G354200",3.0012330779461,3.71449677860226,0.909429799835671,4.08442386567215,4.41863105205795e-05,0.00215221238008983,"chr1A",NA,537090210,537091685,"+","up_regulated"
"TraesCS1A02G356600",23.1206533529036,1.80720753095194,0.487941048984131,3.70374153745511,0.000212442712736991,0.00692251831513959,"chr1A",NA,539720660,539721043,"+","up_regulated"
"TraesCS1A02G358700",27.830621803648,3.18194901907633,0.533333792472309,5.96614927459624,2.42918066054441e-09,4.4030680392344e-07,"chr1A",NA,540401903,540402130,"-","up_regulated"
"TraesCS1A02G361200",25.7453811411826,1.30189358299718,0.233793782986353,5.56855518725735,2.56860277098042e-08,3.86839920798931e-06,"chr1A",NA,541997320,541997331,"-","up_regulated"
"TraesCS1A02G361300",94.2449148778617,1.53434801710728,0.439149965591789,3.49390444569347,0.000476011360266159,0.0122513471034403,"chr1A",NA,541997623,541997805,"+","up_regulated"
"TraesCS1A02G362100",408.204385367285,1.12456628135115,0.249892530960033,4.50019965395049,6.78896668165864e-06,0.000505268284442115,"chr1A",NA,542825362,542826549,"-","up_regulated"
"TraesCS1A02G362900",32.1783823384681,3.04734817514545,0.622885953688738,4.89230517576937,9.96617515647824e-07,0.000102683242763016,"chr1A",NA,543653116,543653305,"-","up_regulated"
"TraesCS1A02G363200",42.4024961182436,1.29395212881685,0.304704070591682,4.24658629044311,2.17052208735283e-05,0.00124774649523408,"chr1A",NA,543951588,543951681,"-","up_regulated"
"TraesCS1A02G371700",5.11068903991907,1.21761022530032,0.392020096569541,3.10598929992438,0.00189643577882772,0.0309290568853536,"chr1A",NA,548567837,548568093,"-","up_regulated"
"TraesCS1A02G372200",9.46494281539315,3.20420916773885,0.892724802040004,3.58924627210622,0.000331635435374042,0.0095207678505657,"chr1A",NA,548772420,548773661,"+","up_regulated"
"TraesCS1A02G383400",81.3001840831542,2.49291499254518,0.808140531215667,3.08475431716702,0.00203720358706823,0.0324232268744967,"chr1A",NA,554041771,554042121,"+","up_regulated"
"TraesCS1A02G383800",292.3515611175,1.51260993996546,0.435547949195196,3.47288959289201,0.000514887117848147,0.0129540010928385,"chr1A",NA,554088708,554089220,"+","up_regulated"
"TraesCS1A02G384300",59.2716822476225,2.01164783233777,0.345936179172601,5.81508368725458,6.06035591767224e-09,1.0352044805687e-06,"chr1A",NA,554304283,554304357,"+","up_regulated"
"TraesCS1A02G384800",7039.53417353367,1.20771304413438,0.377457218291807,3.19960245984942,0.00137617262354456,0.0250356964670059,"chr1A",NA,554464172,554464465,"+","up_regulated"
"TraesCS1A02G403800",19.5565571566931,1.79362262610354,0.429866840604463,4.17250752251886,3.01265649686987e-05,0.00160025804592327,"chr1A",NA,566688787,566689587,"+","up_regulated"
"TraesCS1A02G409200",8.28782670738472,1.37512621687973,0.430020235205145,3.197817461366,0.00138471902243225,0.0251488840923551,"chr1A",NA,570860198,570861748,"-","up_regulated"
"TraesCS1A02G410500",51.4862029275022,1.85432683699118,0.624307998450833,2.97021156479259,0.00297594721167853,0.04149854192235,"chr1A",NA,571724747,571725508,"+","up_regulated"
"TraesCS1A02G413400",29.4828392713173,1.84369342370472,0.619648934031999,2.97538383824527,0.00292622151144045,0.0410151237977974,"chr1A",NA,573242423,573243985,"+","up_regulated"
"TraesCS1A02G423100",38.8720676206344,1.04331599368277,0.233992849151935,4.45875161341074,8.24383850663525e-06,0.000591279069022867,"chr1A",NA,578516346,578516569,"+","up_regulated"
"TraesCS1A02G423800",269.726490969467,1.06554394169618,0.320747522686733,3.32206444735936,0.000893540528819737,0.0185717949810084,"chr1A",NA,578922238,578922443,"+","up_regulated"
"TraesCS1A02G430200",10.5820563101342,2.06718677973003,0.534340643360393,3.86866843354791,0.000109431330597557,0.0042919562955211,"chr1A",NA,582861856,582862836,"+","up_regulated"
"TraesCS1A02G445500",56.2634845107055,2.19870528655911,0.409878480995245,5.36428572981028,8.12701690285096e-08,1.09900972325845e-05,"chr1A",NA,593280884,593281168,"+","up_regulated"
"TraesCS1B02G002100",4.22221793338808,1.23954818899191,0.372284611626105,3.32957138243688,0.000869797655393875,0.0182884521820784,"chr1B",NA,1688185,1688556,"-","up_regulated"
"TraesCS1B02G004100",42.0202273693107,2.17645230876301,0.50245336740132,4.33165035796174,1.47995828830106e-05,0.000925472952732389,"chr1B",NA,2356684,2357674,"-","up_regulated"
"TraesCS1B02G006500",172.581245512505,1.66857768399667,0.390244254965025,4.27572645277304,1.90515035054811e-05,0.0011256115965803,"chr1B",NA,3942367,3943099,"+","up_regulated"
"TraesCS1B02G007100",16.2302315454327,2.32149411313181,0.675556457215924,3.43641762037041,0.000589461584868776,0.0141083891865163,"chr1B",NA,4097642,4098270,"+","up_regulated"
"TraesCS1B02G008500",129.044375231737,2.16079929726675,0.390228485528206,5.53726695359497,3.07228089266717e-08,4.55300805349374e-06,"chr1B",NA,4507815,4510818,"-","up_regulated"
"TraesCS1B02G008800",96.8565779536939,1.60474991864964,0.428316146480249,3.74664819861895,0.000179213144489401,0.00610082384989211,"chr1B",NA,4532497,4534896,"-","up_regulated"
"TraesCS1B02G020900",13.1513722023235,6.48573192708027,1.47420497637262,4.39947770563009,1.08511723998248e-05,0.00072613360873467,"chr1B",NA,9691698,9692957,"-","up_regulated"
"TraesCS1B02G032700",157.034633841627,1.24312890874795,0.357172323871092,3.48047378160413,0.000500527809905855,0.0126985573817306,"chr1B",NA,15877482,15879338,"+","up_regulated"
"TraesCS1B02G034500",26.9177975324169,2.00404385553533,0.468124694321017,4.28100435599121,1.8605171570331e-05,0.00111060273847943,"chr1B",NA,16518247,16519076,"+","up_regulated"
"TraesCS1B02G034600",9.91600576341297,2.30439294232194,0.648306264714315,3.5544819906027,0.00037872444821224,0.0104382701435799,"chr1B",NA,16530030,16530854,"+","up_regulated"
"TraesCS1B02G034700",13.1554638960661,2.7823404638531,0.488493885330325,5.69575289969423,1.22828665163918e-08,1.99320216394748e-06,"chr1B",NA,16532045,16533881,"+","up_regulated"
"TraesCS1B02G039200",2.25802383050715,2.83390854624839,0.972073513573174,2.91532328232196,0.00355320270831008,0.0464638519739111,"chr1B",NA,18867715,18870069,"+","up_regulated"
"TraesCS1B02G048900",2.10608864489034,2.94469149187441,0.973960027235918,3.02342130018559,0.00249934027230516,0.0370224046269575,"chr1B",NA,28626174,28626377,"+","up_regulated"
"TraesCS1B02G052500",41.5065711837356,1.57096333057818,0.45177674210147,3.47730014447123,0.000506490487408731,0.0128072838089991,"chr1B",NA,32990480,32991883,"-","up_regulated"
"TraesCS1B02G065100",57.6372917271362,2.19966781712646,0.581607788471732,3.78204670007333,0.000155544171249856,0.00550211016666385,"chr1B",NA,49663065,49664628,"+","up_regulated"
"TraesCS1B02G077400",3.1523020799775,2.56449386343796,0.831647640500286,3.08363030032198,0.00204491539007947,0.032477479317362,"chr1B",NA,59912826,59913662,"+","up_regulated"
"TraesCS1B02G080700",4.36950843232915,1.39507544815424,0.422617654650152,3.3010344759712,0.000963290449322689,0.0195703233381958,"chr1B",NA,63188512,63188714,"+","up_regulated"
"TraesCS1B02G082300",20.1671913062898,1.2785792510947,0.407716777701303,3.13594956357523,0.00171298660442806,0.0289934707935921,"chr1B",NA,65772582,65772767,"-","up_regulated"
"TraesCS1B02G087000",74.004335542112,1.62312634671514,0.499058700787767,3.25237561063062,0.00114444675763593,0.0220695303143636,"chr1B",NA,80709160,80709456,"-","up_regulated"
"TraesCS1B02G087100",51.4057448739314,2.29052923619754,0.65822623306339,3.47985103166947,0.000501692655671026,0.0127206524529712,"chr1B",NA,80745726,80745845,"+","up_regulated"
"TraesCS1B02G087200",23.3855460814011,1.86723257038569,0.540109062805458,3.45713986113625,0.000545941424013632,0.0134258597195109,"chr1B",NA,80845842,80846138,"-","up_regulated"
"TraesCS1B02G093900",25.9714905843558,3.37864060071344,0.888684566500487,3.8018445780127,0.000143622816585742,0.00519652008059116,"chr1B",NA,95304318,95304386,"+","up_regulated"
"TraesCS1B02G123700",15.3039071462515,2.52548653628813,0.352706786042781,7.16030038611677,8.05004696532359e-13,2.26202834856777e-10,"chr1B",NA,150371787,150371864,"-","up_regulated"
"TraesCS1B02G125800",89.3670404983077,2.63454937830774,0.616551853502851,4.27303780426565,1.92827748726311e-05,0.0011368255376771,"chr1B",NA,152837489,152838235,"+","up_regulated"
"TraesCS1B02G130000",7.60150892081124,1.72151392039782,0.576836650804656,2.98440454155678,0.00284130842212356,0.0402940446294571,"chr1B",NA,160484243,160484558,"+","up_regulated"
"TraesCS1B02G133300",45.6151608581428,1.6302002768817,0.490136149025665,3.32601519011065,0.000880971274443707,0.0184345085184207,"chr1B",NA,168416106,168416118,"+","up_regulated"
"TraesCS1B02G133400",23.6894465128326,1.48664989420021,0.31628171413715,4.70039786604785,2.59655096981222e-06,0.000232151685193542,"chr1B",NA,168621686,168621698,"+","up_regulated"
"TraesCS1B02G137900",13.7256247324134,1.49911159212255,0.327189818840587,4.5817794619488,4.61035962670256e-06,0.000371100046801524,"chr1B",NA,176998394,176998479,"-","up_regulated"
"TraesCS1B02G145300",14.2409900034416,1.95506004057744,0.590297780974442,3.31198947986913,0.000926350293447567,0.0190584461323872,"chr1B",NA,198644959,198645190,"-","up_regulated"
"TraesCS1B02G155400",4.8894362514627,1.70969246147036,0.488391054357539,3.50066293437623,0.000464102436751019,0.0120268361790152,"chr1B",NA,262922312,262922444,"-","up_regulated"
"TraesCS1B02G158900",6.05387107041919,1.36359140077651,0.470939011440392,2.89547344274133,0.00378587062595981,0.0482597351268513,"chr1B",NA,269219330,269221222,"-","up_regulated"
"TraesCS1B02G171300",18.0290879776851,1.32888732976131,0.426129654911367,3.11850469556668,0.00181771245581169,0.0301219595370786,"chr1B",NA,304784150,304785058,"+","up_regulated"
"TraesCS1B02G189100",287.03496683103,1.49023666425586,0.502752015084159,2.96415851064546,0.00303511902361923,0.0420242269247279,"chr1B",NA,338941367,338941930,"+","up_regulated"
"TraesCS1B02G189700",1.94676104822976,2.57867394238495,0.723937747361216,3.5620106173277,0.00036802549680456,0.0102613981948385,"chr1B",NA,340375371,340375445,"-","up_regulated"
"TraesCS1B02G194600",4.71482347280143,2.61812635057197,0.878810878759912,2.97916925455725,0.00289031076208517,0.0406875019663735,"chr1B",NA,349571927,349572250,"-","up_regulated"
"TraesCS1B02G210400",18.1812254516471,1.9790072920589,0.629235028472034,3.14510032422147,0.00166029883266552,0.0284053761803687,"chr1B",NA,382226454,382226456,"-","up_regulated"
"TraesCS1B02G210700",15.3856277612928,1.26374248464408,0.320583810532827,3.94200344223146,8.08038166336234e-05,0.00337731856902028,"chr1B",NA,383792487,383793349,"+","up_regulated"
"TraesCS1B02G211700",1.21436870149317,2.74663556161404,0.813044608033632,3.37821016765224,0.000729592966445692,0.0162305562244189,"chr1B",NA,385164264,385164995,"+","up_regulated"
"TraesCS1B02G221100",8.95274580911574,2.62330378704864,0.785750921517574,3.33859460448621,0.000842033521985212,0.0178706753742485,"chr1B",NA,398005999,398007181,"+","up_regulated"
"TraesCS1B02G226500",51.6665345793377,1.43760381824683,0.246465879121705,5.83287156571048,5.44815044078786e-09,9.40530439126437e-07,"chr1B",NA,407300264,407300452,"-","up_regulated"
"TraesCS1B02G243100",4.39610693152276,2.91467345951541,0.85855104483042,3.39487497809884,0.000686599459706471,0.015665086442723,"chr1B",NA,431448559,431449019,"-","up_regulated"
"TraesCS1B02G258200",10.289828296225,1.62840955699355,0.356315307830196,4.57013639663659,4.87406885611439e-06,0.000387240892840128,"chr1B",NA,454917212,454919092,"-","up_regulated"
"TraesCS1B02G262800",33.4515434884411,1.54322888842803,0.495567105222193,3.11406643452678,0.00184527935799105,0.030431169493699,"chr1B",NA,461438825,461439079,"-","up_regulated"
"TraesCS1B02G272200",67.8069138830402,1.38143237841862,0.278546507244287,4.95943170167664,7.06996981911725e-07,7.68696383515746e-05,"chr1B",NA,478260266,478260491,"-","up_regulated"
"TraesCS1B02G281200",176.390857608825,2.15738212404329,0.683838041164284,3.15481443584243,0.00160600216298495,0.0278508149610882,"chr1B",NA,489545214,489545315,"+","up_regulated"
"TraesCS1B02G283400",58.4867506905938,1.42741343363499,0.365780369073894,3.90237846073864,9.52520697762349e-05,0.00385216239164855,"chr1B",NA,492330142,492330967,"-","up_regulated"
"TraesCS1B02G292800",1.5899806838807,2.66972625249814,0.882063341852795,3.0266831482763,0.00247252984222552,0.0367679065426939,"chr1B",NA,510598857,510599222,"+","up_regulated"
"TraesCS1B02G308200",20.7535661306022,2.2941404863999,0.611853031205845,3.74949598905899,0.000177190330644711,0.00604878589687798,"chr1B",NA,530780867,530780968,"-","up_regulated"
"TraesCS1B02G317200",5.22881913719098,1.14439079353448,0.39258715666185,2.91499804340311,0.00355690772544083,0.0464638519739111,"chr1B",NA,542142319,542142421,"-","up_regulated"
"TraesCS1B02G320300",34.422119686529,1.97697429899404,0.571309785617758,3.46042435953785,0.000539324729298281,0.0133165631438056,"chr1B",NA,544614002,544614298,"+","up_regulated"
"TraesCS1B02G320700",12.3279529006763,1.41622945378792,0.488661088578606,2.898183397224,0.00375331042935321,0.0479864841381361,"chr1B",NA,544994180,544994676,"+","up_regulated"
"TraesCS1B02G323100",16.006659745557,1.54314979311283,0.383758525486685,4.0211479110615,5.79152236243586e-05,0.00263439184685152,"chr1B",NA,548197359,548200022,"-","up_regulated"
"TraesCS1B02G336000",25.077151248528,1.45864721473757,0.324807955197077,4.49079892101947,7.09565153187076e-06,0.00052338493287924,"chr1B",NA,562898223,562898270,"-","up_regulated"
"TraesCS1B02G354000",66.8936270671518,1.22905788556753,0.366399833116691,3.35441715437708,0.000795323644872553,0.0171909616345912,"chr1B",NA,583983196,583983648,"+","up_regulated"
"TraesCS1B02G357100",30.9560944490824,2.12547698210085,0.457831401877832,4.64248842124642,3.44237935487315e-06,0.000293620031438654,"chr1B",NA,586991552,586991605,"+","up_regulated"
"TraesCS1B02G361400",14.1427342560591,1.46231391983312,0.253591877390192,5.76640677486337,8.09794703121614e-09,1.36884828592771e-06,"chr1B",NA,589897057,589898517,"-","up_regulated"
