"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CHROM","CDSNAME","CDSSTART","CDSEND","CDSSTRAND","Sets"
"TraesCS1A02G183000",29.8391157255555,1.0420682506823,0.204028106967089,5.10747399548435,3.26494012628013e-07,7.07227008746305e-06,"chr1A",NA,331322511,331323091,"-","up_regulated"
"TraesCS1A02G187300",4.41045632405739,1.71419664845829,0.293216784056865,5.84617505431013,5.03004710502877e-09,1.7174689871752e-07,"chr1A",NA,338214804,338217071,"+","up_regulated"
"TraesCS1A02G187700",7.5464358962934,2.42072432954156,0.475430586182002,5.09164618326612,3.54968038842777e-07,7.60124614288603e-06,"chr1A",NA,338600466,338600819,"-","up_regulated"
"TraesCS1A02G198800",3.8401677146812,1.22916622884699,0.379032119485971,3.24290783196406,0.00118316479307826,0.00792442866189426,"chr1A",NA,357123644,357123888,"-","up_regulated"
"TraesCS1A02G202100",1.26532081789985,1.99523649619852,0.602547937971601,3.31133237782744,0.000928528493983844,0.00649236762206118,"chr1A",NA,363420421,363420604,"+","up_regulated"
"TraesCS1A02G203600",744.622762608648,1.5138112658614,0.477356928364689,3.17123555962068,0.00151791999824402,0.00969481795067368,"chr1A",NA,365492282,365492555,"+","up_regulated"
"TraesCS1A02G204400",3.51552510791507,1.45105508040063,0.331389913373879,4.37869416611824,1.19392541073926e-05,0.000162136893565279,"chr1A",NA,366276302,366277522,"-","up_regulated"
"TraesCS1A02G207600",1.78956556934007,2.73345133520691,0.68164991546277,4.01005160156321,6.07054797562176e-05,0.000658971743975236,"chr1A",NA,369496837,369497763,"-","up_regulated"
"TraesCS1A02G215900",1.39377297322947,3.07378377672473,0.683464797192914,4.49735493232305,6.88040753414409e-06,0.000101445373745149,"chr1A",NA,381819596,381819718,"+","up_regulated"
"TraesCS1A02G228500",38.4170710735084,1.31145054734026,0.412103119804733,3.18233588709949,0.00146092283786692,0.00939216895978919,"chr1A",NA,399825796,399826359,"-","up_regulated"
"TraesCS1A02G231700",0.85749373047909,2.30578062908648,0.830586046723622,2.77608880883804,0.00550171781541408,0.0275964924632189,"chr1A",NA,405092099,405092734,"-","up_regulated"
"TraesCS1A02G235000",15.0526898282901,3.46490831785296,0.415897798697707,8.33115329944655,8.00585834466197e-17,1.56908038929659e-14,"chr1A",NA,415297478,415298809,"+","up_regulated"
"TraesCS1A02G242400",44.1853895759728,1.25955613234779,0.235659530281649,5.34481304805466,9.05104224807647e-08,2.24515681878367e-06,"chr1A",NA,430343339,430343398,"-","up_regulated"
"TraesCS1A02G248000",3.46576084282829,1.89280775023404,0.416417037206941,4.54546183539892,5.48149291926897e-06,8.34565416352426e-05,"chr1A",NA,440029851,440030162,"+","up_regulated"
"TraesCS1A02G248700",6.99131030093494,1.256433091332,0.413550639688311,3.03816019309984,0.00238027384878594,0.0140167866153978,"chr1A",NA,440801745,440801965,"-","up_regulated"
"TraesCS1A02G250000",1.98021603020997,2.3641927072212,0.779368579332003,3.03347192832376,0.00241757202401163,0.0142026727009273,"chr1A",NA,441841989,441842996,"+","up_regulated"
"TraesCS1A02G263700",18.2584784255449,1.31239203899693,0.25218063514947,5.20417453235084,1.94860807543417e-07,4.45164230759625e-06,"chr1A",NA,459188254,459188449,"-","up_regulated"
"TraesCS1A02G265600",149.010145777915,1.77124155741651,0.494122704825172,3.58461884086708,0.00033757083189932,0.00280390301544436,"chr1A",NA,461337663,461337738,"+","up_regulated"
"TraesCS1A02G265800",1.14143321873972,2.22584449475009,0.809910012791179,2.74826148534601,0.00599122074093673,0.0295602962755605,"chr1A",NA,461356819,461356894,"+","up_regulated"
"TraesCS1A02G265900",46.1184096467385,2.41542654999135,0.537342596202653,4.49513321121558,6.95264074686969e-06,0.000102311001242922,"chr1A",NA,461372799,461372874,"+","up_regulated"
"TraesCS1A02G267700",18.0949322540222,1.39784192269013,0.244556955383339,5.71581340019152,1.09180495718277e-08,3.41218557361702e-07,"chr1A",NA,462750171,462750383,"-","up_regulated"
"TraesCS1A02G270800",12.6734661524013,1.46040969386116,0.317492873791243,4.59981881300869,4.22858571775291e-06,6.65945110459089e-05,"chr1A",NA,464840279,464840398,"-","up_regulated"
"TraesCS1A02G273200",7.45913779747197,1.46252794200303,0.328346180169931,4.45422554100103,8.41965567339653e-06,0.00012037175567194,"chr1A",NA,467159666,467159848,"-","up_regulated"
"TraesCS1A02G295800",87.6455608024127,1.92018024524997,0.303473261472883,6.32734573033069,2.49414117204391e-10,1.16294360656975e-08,"chr1A",NA,490796678,490797100,"-","up_regulated"
"TraesCS1A02G299100",34.7520462071953,1.71058148368691,0.213845212568785,7.99915725556253,1.25273643088397e-15,1.94443190852709e-13,"chr1A",NA,493923059,493923295,"-","up_regulated"
"TraesCS1A02G311200",4.35396078077351,2.96301561140459,0.512966504466911,5.77623604192995,7.63901895040918e-09,2.47433601213044e-07,"chr1A",NA,502823633,502824541,"-","up_regulated"
"TraesCS1A02G339200",28.3112999916964,1.01355936068483,0.216389206726702,4.68396449165299,2.81378773869038e-06,4.68161647717212e-05,"chr1A",NA,529242643,529243257,"-","up_regulated"
"TraesCS1A02G340100",9.65978812144051,1.67448789636767,0.341903683920685,4.8975427148545,9.70425438105761e-07,1.81921338344274e-05,"chr1A",NA,530258459,530260422,"-","up_regulated"
"TraesCS1A02G341300",8.74216191290704,1.05327221566978,0.334116555013178,3.15240954052167,0.00161928985471475,0.0102190239594292,"chr1A",NA,531023909,531024364,"+","up_regulated"
"TraesCS1A02G349900",5.36360029795627,2.163101823509,0.403207267594907,5.36473917350672,8.1066276378526e-08,2.03858619841193e-06,"chr1A",NA,534933440,534933709,"-","up_regulated"
"TraesCS1A02G355300",517.813853304576,1.26673364165593,0.480127783371013,2.63832605720522,0.00833164306988215,0.0385397511721777,"chr1A",NA,537966756,537967016,"-","up_regulated"
"TraesCS1A02G358600",384.768764469597,1.53786946832119,0.180232773814636,8.53268490392787,1.42989753288325e-17,3.26341186608462e-15,"chr1A",NA,540339247,540339603,"-","up_regulated"
"TraesCS1A02G358700",17.4587374716768,1.6653726654128,0.430248148629838,3.87072593041091,0.000108511735318629,0.00107875808971798,"chr1A",NA,540401903,540402130,"-","up_regulated"
"TraesCS1A02G360900",2.0932152163612,1.54851065934535,0.445158767346397,3.47855815258018,0.000504119044289032,0.00390534651762141,"chr1A",NA,541895628,541895707,"-","up_regulated"
"TraesCS1A02G363600",44.3163930756552,1.31014556899695,0.216497159849454,6.05156007546699,1.43449768960781e-09,5.61935285552645e-08,"chr1A",NA,544042224,544042226,"+","up_regulated"
"TraesCS1A02G364000",6.2898061613183,4.45103722730873,0.666873937514946,6.67448070304738,2.48109121026892e-11,1.44171347788667e-09,"chr1A",NA,544176719,544176778,"+","up_regulated"
"TraesCS1A02G372900",0.675340277850028,2.41703823601582,0.790994201384892,3.05569652948657,0.00224538394206639,0.0133493558941309,"chr1A",NA,549301478,549301730,"+","up_regulated"
"TraesCS1A02G374200",3.35188540219815,1.21390592122237,0.439143853335016,2.76425574900692,0.00570528028420273,0.0283876973177187,"chr1A",NA,549637965,549638255,"+","up_regulated"
"TraesCS1A02G381400",1.50410822238868,1.9079429474323,0.59732598496935,3.19414021060912,0.00140247982904429,0.00908806720689637,"chr1A",NA,552119048,552119308,"-","up_regulated"
"TraesCS1A02G387400",1.30118214430126,2.08584396155366,0.752982336947618,2.77011007988461,0.00560373503535773,0.0280002303881982,"chr1A",NA,556087311,556087894,"+","up_regulated"
"TraesCS1A02G393400",0.917047168009242,2.26389087084048,0.666206787782528,3.39818043339944,0.000678356638044203,0.00500585640333385,"chr1A",NA,559886481,559886873,"-","up_regulated"
"TraesCS1A02G411200",42.1234213876248,4.03824319542036,0.320937149457408,12.5826605061072,2.63020067612826e-36,2.60694218729221e-32,"chr1A",NA,571988443,571989144,"-","up_regulated"
"TraesCS1A02G414000",94.6418160272182,1.31051850812659,0.192614908736583,6.80382695567373,1.01875900896805e-11,6.50253162844639e-10,"chr1A",NA,573637139,573637579,"-","up_regulated"
"TraesCS1A02G414600",69.3840885037684,1.10169596501012,0.199261038042894,5.52890808876028,3.22230102207797e-08,8.94623718338502e-07,"chr1A",NA,573930724,573931221,"-","up_regulated"
"TraesCS1A02G414700",11.4005732767491,1.2293131611146,0.344552667707648,3.56785268648006,0.000359918749004856,0.00295945037218609,"chr1A",NA,573944098,573944601,"-","up_regulated"
"TraesCS1A02G420600",25.9530080090309,1.05567888238305,0.27911590006,3.7822240945647,0.00015543333367065,0.00146503465879682,"chr1A",NA,577080499,577080568,"-","up_regulated"
"TraesCS1A02G424100",83.4856617389787,1.21054743244162,0.420436375702542,2.87926426541666,0.00398604170126386,0.0213320542052761,"chr1A",NA,579171978,579172730,"+","up_regulated"
"TraesCS1A02G426300",5.09741394301816,2.50614297236413,0.492420700243894,5.08943464627472,3.59132601101748e-07,7.67384631876821e-06,"chr1A",NA,580988276,580988399,"+","up_regulated"
"TraesCS1A02G432200",4.0522528079393,1.26326608254157,0.399135249102112,3.16500756418631,0.00155078919455737,0.00986931802491147,"chr1A",NA,584083916,584086258,"+","up_regulated"
"TraesCS1A02G442800",4.01639556615815,1.59004626871791,0.55766196312184,2.8512725878177,0.00435446219926482,0.0229032629707522,"chr1A",NA,591307641,591307789,"-","up_regulated"
"TraesCS1A02G443900",1035.99386700293,1.20760503282251,0.165705491381168,7.28765850037333,3.15388165183048e-13,2.80897898441143e-11,"chr1A",NA,592087421,592087615,"+","up_regulated"
"TraesCS1B02G007600",8.88672245852407,1.01656109084763,0.304673671118338,3.33655706814517,0.000848230122581422,0.00602920337412372,"chr1B",NA,4220001,4220939,"+","up_regulated"
"TraesCS1B02G052900",3.74113496415388,2.06849964177484,0.435480464330111,4.74992522329735,2.03491879867765e-06,3.52521101550696e-05,"chr1B",NA,33080271,33082595,"-","up_regulated"
"TraesCS1B02G053900",1.05364204704352,2.36811393287895,0.571871001809028,4.1409932054393,3.45805205194448e-05,0.000408240785121592,"chr1B",NA,34320213,34320258,"+","up_regulated"
"TraesCS1B02G061800",2.61530896284661,1.74990344066025,0.670285878750596,2.61068224191452,0.00903618116239561,0.0410112700482874,"chr1B",NA,46876238,46877143,"-","up_regulated"
"TraesCS1B02G083500",2.66595213873209,1.20324079147024,0.356361420604858,3.37646199026807,0.000734245163099817,0.00535224455358567,"chr1B",NA,67534673,67535237,"+","up_regulated"
"TraesCS1B02G090700",7.64082885279369,1.03688208446473,0.251357474237119,4.12512931080211,3.70526517467647e-05,0.000431785115287163,"chr1B",NA,91882134,91882340,"-","up_regulated"
"TraesCS1B02G091900",21.1109605558864,1.59728125131623,0.238104237009046,6.70832771134409,1.96867422552632e-11,1.17952147185874e-09,"chr1B",NA,94004478,94005297,"+","up_regulated"
"TraesCS1B02G100100",21.3744902534332,1.15912048026905,0.366636983591383,3.16149360851412,0.00156962263052329,0.00996358533653581,"chr1B",NA,108210580,108210663,"-","up_regulated"
"TraesCS1B02G101900",20.5226553727205,1.82716528513142,0.245465321424541,7.44367992402183,9.79185828769714e-14,9.69142539028125e-12,"chr1B",NA,111918023,111918421,"-","up_regulated"
"TraesCS1B02G106300",125.489882059925,1.18142612042205,0.14084249746168,8.38827869225686,4.93311655056903e-17,1.0096299687169e-14,"chr1B",NA,118090732,118091373,"+","up_regulated"
"TraesCS1B02G106600",125.489882059925,1.18142612042205,0.14084249746168,8.38827869225686,4.93311655056903e-17,1.0096299687169e-14,"chr1B",NA,118174748,118175389,"-","up_regulated"
"TraesCS1B02G107400",1.05680666410961,1.88638262738696,0.720965468219828,2.61646737678674,0.00888448537908426,0.0404737019097994,"chr1B",NA,119494082,119494453,"-","up_regulated"
"TraesCS1B02G116200",11.7637146065154,1.26626282247954,0.24310557045126,5.20869521882639,1.90173195767703e-07,4.36322966122982e-06,"chr1B",NA,136914602,136914686,"-","up_regulated"
"TraesCS1B02G143500",0.892820635606451,1.76284233795095,0.670054197759063,2.63089514825312,0.00851603052318787,0.0392122852222789,"chr1B",NA,195044311,195045615,"+","up_regulated"
"TraesCS1B02G144800",1.30042657646593,1.79352895539832,0.639031148411805,2.80663776696302,0.0050061500663913,0.0255710592473161,"chr1B",NA,198153921,198153968,"-","up_regulated"
"TraesCS1B02G164000",432.393002448313,1.30682398766999,0.140108129893556,9.32725309132893,1.0865018801717e-20,5.09341803704004e-18,"chr1B",NA,286323568,286323570,"-","up_regulated"
"TraesCS1B02G194400",1.69111437853691,2.10727404536803,0.771110783715076,2.73277729980062,0.00628027803249783,0.0307223808460148,"chr1B",NA,349563787,349564113,"-","up_regulated"
"TraesCS1B02G195500",17.0030456227844,1.22974598829909,0.250682869886076,4.90558444961939,9.31495510623021e-07,1.75954505914881e-05,"chr1B",NA,350630904,350631254,"-","up_regulated"
"TraesCS1B02G221300",6.3963315386368,1.08012057285328,0.356741638820156,3.02773900020627,0.00246390791341841,0.0144308960780755,"chr1B",NA,398144304,398145098,"-","up_regulated"
"TraesCS1B02G229400",15.5349482167574,2.16407598583907,0.26153800837544,8.27442251809349,1.29079675266386e-16,2.40886951368916e-14,"chr1B",NA,411988034,411988156,"+","up_regulated"
"TraesCS1B02G242700",2.91881456664641,1.88314755502363,0.677822351212185,2.77823171758189,0.00546556265172124,0.0274488745811851,"chr1B",NA,430617518,430618078,"-","up_regulated"
"TraesCS1B02G248600",123.51607970163,3.11821654882208,0.245286544452206,12.7125462824956,5.03672633914927e-37,6.9890622027303e-33,"chr1B",NA,439498573,439499895,"+","up_regulated"
"TraesCS1B02G258400",7.37549480075715,1.03065098619142,0.312539211969118,3.29766936986217,0.000974908576090481,0.00674849166095318,"chr1B",NA,455212549,455212860,"+","up_regulated"
"TraesCS1B02G258600",2.09359929645782,1.28405806125467,0.42426318742831,3.02656016195522,0.00247353592310887,0.0144762881384409,"chr1B",NA,455984131,455985945,"-","up_regulated"
"TraesCS1B02G266700",2.87336448176154,1.17805767709037,0.327532759334661,3.59676289933086,0.000322201922797849,0.00269788699078416,"chr1B",NA,469537083,469538001,"+","up_regulated"
"TraesCS1B02G274300",33.4674823543167,1.13117822755431,0.199356979196916,5.67413406900081,1.39391935621659e-08,4.24918799884285e-07,"chr1B",NA,481542202,481542400,"-","up_regulated"
"TraesCS1B02G276500",109.769163076805,1.71824470944018,0.44399311275895,3.86998054713753,0.000108844037819246,0.00108097741024007,"chr1B",NA,484297239,484297314,"+","up_regulated"
"TraesCS1B02G276700",2.26459540753172,1.83668320592497,0.714923176315405,2.56906373547845,0.0101973700360017,0.0450782880196135,"chr1B",NA,484360535,484360610,"+","up_regulated"
"TraesCS1B02G276800",56.410118168929,1.22043118624767,0.413556185628706,2.95106500315626,0.0031668026283524,0.0176947679115501,"chr1B",NA,484366049,484366124,"+","up_regulated"
"TraesCS1B02G276900",66.6687352596945,2.65452217947006,0.46896531692071,5.66038059466745,1.5103764920969e-08,4.55021412931719e-07,"chr1B",NA,484376375,484376450,"+","up_regulated"
"TraesCS1B02G283100",4.0026622791975,1.88651150535326,0.505699348264629,3.73050017135094,0.000191100013394578,0.00174090205217032,"chr1B",NA,492298447,492298629,"-","up_regulated"
"TraesCS1B02G296200",1.45773133382764,1.34697906142414,0.528348713303573,2.54941296819285,0.0107904440062568,0.0470672573618826,"chr1B",NA,514737012,514738100,"-","up_regulated"
"TraesCS1B02G304800",15.4099388899117,2.99277345909824,0.359115536798929,8.33373427887613,7.8331622411813e-17,1.54395633368011e-14,"chr1B",NA,527371204,527371626,"-","up_regulated"
"TraesCS1B02G308900",179.387826435405,3.66324215412446,0.394256172466583,9.29152771713409,1.52089416564097e-20,6.9881561659825e-18,"chr1B",NA,531214858,531215094,"-","up_regulated"
"TraesCS1B02G316700",2.26157093162899,1.32288948534299,0.489460141165892,2.70275222450569,0.00687679877366818,0.0330905410220089,"chr1B",NA,541011933,541012356,"-","up_regulated"
"TraesCS1B02G322600",1.72215833084428,2.88341531100339,0.524985883967188,5.4923673170298,3.96581480008635e-08,1.07649529203752e-06,"chr1B",NA,547577496,547578365,"-","up_regulated"
"TraesCS1B02G331300",1.95193076732244,1.53725701010984,0.491866538512063,3.12535391157157,0.00177591255660647,0.0110298620615803,"chr1B",NA,556989395,556989802,"+","up_regulated"
"TraesCS1B02G352400",37.1922135921401,1.74331406892909,0.326073875407255,5.34637761688744,8.97319039085484e-08,2.23142982977742e-06,"chr1B",NA,583208920,583210883,"-","up_regulated"
"TraesCS1B02G355700",13.8978230673288,1.36646514370131,0.338290870745241,4.03932018824817,5.36063453753277e-05,0.000594131285700577,"chr1B",NA,585075145,585076886,"-","up_regulated"
"TraesCS1B02G362100",17.2393047528381,1.259724672698,0.331062239045153,3.80509923551321,0.000141747349680178,0.0013535057622021,"chr1B",NA,591107685,591109109,"+","up_regulated"
"TraesCS1B02G364200",3.6207232726231,2.15469647284443,0.443291451918957,4.86067679292483,1.16985116112085e-06,2.15353239568756e-05,"chr1B",NA,593837828,593838097,"-","up_regulated"
"TraesCS1B02G365200",12.2417232468594,1.18448006194918,0.231780864982875,5.11034447143294,3.2157194399098e-07,6.98309328514498e-06,"chr1B",NA,596039728,596040147,"+","up_regulated"
"TraesCS1B02G375100",480.671577394159,1.19694909193988,0.128227380110162,9.33458276158776,1.01389795305242e-20,4.78539142045783e-18,"chr1B",NA,605935262,605935621,"-","up_regulated"
"TraesCS1B02G378300",24.1424805112536,1.32962012968173,0.262529336935747,5.06465351720731,4.09143812586517e-07,8.60206268517126e-06,"chr1B",NA,610558427,610558888,"+","up_regulated"
"TraesCS1B02G380400",2.94839917346324,1.00583641523468,0.394580601128538,2.54912789011393,0.0107992689471875,0.047099828942973,"chr1B",NA,613246742,613246921,"-","up_regulated"
"TraesCS1B02G380600",11.5207914989293,1.11964129103112,0.270980020312644,4.13182230091847,3.59898608596096e-05,0.000421863918956002,"chr1B",NA,613340368,613340580,"-","up_regulated"
"TraesCS1B02G380700",5.9650351556205,2.28470554925796,0.312018969995779,7.32232898944853,2.43703783627209e-13,2.21024996233194e-11,"chr1B",NA,613345282,613345284,"+","up_regulated"
"TraesCS1B02G381500",2.94547523903061,2.71680587051136,0.695656198204742,3.90538584651806,9.40751595551418e-05,0.000956201090696645,"chr1B",NA,614292352,614292411,"+","up_regulated"
"TraesCS1B02G388700",2958.7668818176,1.50314943745994,0.238370578721765,6.30593526063663,2.86458762868882e-10,1.32587027529059e-08,"chr1B",NA,622468992,622469153,"-","up_regulated"
"TraesCS1B02G393100",16.6112835823762,2.98776658859468,0.41383096275228,7.21977536123407,5.20735228488117e-13,4.4221702432967e-11,"chr1B",NA,626097677,626097929,"+","up_regulated"
"TraesCS1B02G406200",255.608913640118,2.73084359390089,0.634412471155102,4.30452382017132,1.67345287012265e-05,0.000217765217773241,"chr1B",NA,633737882,633738253,"-","up_regulated"
"TraesCS1B02G413900",0.855669288897036,2.88871435300344,0.837798795636006,3.44798102844073,0.000564793706943961,0.00429623420474498,"chr1B",NA,638940659,638941411,"+","up_regulated"
"TraesCS1B02G420000",9.37338172171064,1.4189296654157,0.470560432779842,3.01540369009216,0.00256637428499964,0.0149239472188048,"chr1B",NA,643174406,643174575,"+","up_regulated"
"TraesCS1B02G436500",103.681213094361,3.31810827961281,0.260789543954233,12.7233179264086,4.3882323716569e-37,6.9890622027303e-33,"chr1B",NA,659765939,659766257,"+","up_regulated"
"TraesCS1B02G441400",13.7263989008505,4.10710602105255,0.43517676489059,9.43778793448483,3.8073197482459e-21,2.00117917767461e-18,"chr1B",NA,662521486,662522193,"-","up_regulated"
"TraesCS1B02G444000",39.7070819188521,1.45053868596744,0.228299407092401,6.35366821334038,2.10240047091644e-10,1.00459123328274e-08,"chr1B",NA,664976370,664976831,"-","up_regulated"
"TraesCS1B02G444200",0.863271659203629,1.93217118778479,0.723552039124808,2.67039699054943,0.00757616137118599,0.0357093513650989,"chr1B",NA,665027335,665027901,"-","up_regulated"
"TraesCS1B02G444300",2.72156865352762,2.0160077718743,0.473160661591846,4.26072565942376,2.03764228816991e-05,0.000258397955520396,"chr1B",NA,665031898,665032494,"+","up_regulated"
"TraesCS1B02G444700",22.0933119394719,2.20700240975156,0.371202819391348,5.94554322989878,2.75541516229067e-09,1.01203525344039e-07,"chr1B",NA,665099440,665099937,"-","up_regulated"
"TraesCS1B02G445100",2.87494331292411,1.56140908476513,0.475281889234066,3.2852273990103,0.00101900094040617,0.0069978525434347,"chr1B",NA,665291797,665292300,"-","up_regulated"
"TraesCS1B02G453300",2.87888102726322,1.1192946551303,0.390922437395563,2.86321415211508,0.00419367017325252,0.022226035466384,"chr1B",NA,669730745,669731151,"-","up_regulated"
"TraesCS1B02G456200",1.66210743799164,2.72369675267566,0.750468173774136,3.62933012732315,0.00028415765224762,0.00242797316140297,"chr1B",NA,670899473,670900135,"+","up_regulated"
"TraesCS1B02G460600",9.44267061270034,1.03677747366513,0.313841912351309,3.30350228208074,0.000954851922406517,0.00663746931454629,"chr1B",NA,673992179,673992314,"+","up_regulated"
"TraesCS1B02G461400",1.73189140239487,1.40219814341054,0.471183276915505,2.9759081277029,0.00292122360975625,0.016589785975976,"chr1B",NA,674472288,674472536,"-","up_regulated"
"TraesCS1B02G468100",1.19901323265257,2.14781546255291,0.704398181960381,3.04914963944884,0.00229490141373785,0.01359134058784,"chr1B",NA,677617909,677620308,"-","up_regulated"
"TraesCS1D02G007700",2.23384941845083,1.55987880211639,0.52438924915475,2.97465824219454,0.00293315128530101,0.0166384571437715,"chr1D",NA,3954622,3955041,"+","up_regulated"
"TraesCS1D02G010300",8.13098611813701,1.99392839532835,0.320838980339644,6.21473236580404,5.1412201661026e-10,2.23919018420819e-08,"chr1D",NA,5443419,5443943,"+","up_regulated"
"TraesCS1D02G020500",2.97955103750862,1.24120060144964,0.449067417792059,2.7639515856044,0.00571060116682719,0.0284039873507518,"chr1D",NA,8819525,8819770,"+","up_regulated"
"TraesCS1D02G023300",3.85688819429241,1.79312033881458,0.399188597013092,4.49191272554255,7.05863504946859e-06,0.000103603799104544,"chr1D",NA,9863240,9863365,"-","up_regulated"
"TraesCS1D02G034300",2.48657343375309,1.4428208212262,0.440063787012698,3.27866292071101,0.00104300138828922,0.00712950535181224,"chr1D",NA,14688780,14689049,"+","up_regulated"
"TraesCS1D02G045000",45.0719166874015,2.08059492322202,0.308423762966884,6.74589695426748,1.520845314003e-11,9.35441212152854e-10,"chr1D",NA,24202984,24203638,"+","up_regulated"
"TraesCS1D02G048300",21.6127457713396,1.68866406336463,0.352537913980177,4.79002114779515,1.66763736573274e-06,2.95687063817795e-05,"chr1D",NA,28215312,28216217,"-","up_regulated"
"TraesCS1D02G060500",2.19160053712166,1.44264346139266,0.490194399000855,2.94300274408101,0.00325045537092327,0.0180777430132287,"chr1D",NA,40597353,40597508,"+","up_regulated"
"TraesCS1D02G073000",7.52167151422333,1.5576212737604,0.386678243221846,4.02821027834958,5.62030650334222e-05,0.000617877492486748,"chr1D",NA,53868287,53869084,"+","up_regulated"
"TraesCS1D02G074100",1.52855663852717,1.36731232483082,0.483559901502701,2.82759658230923,0.00468988659932465,0.024308159431327,"chr1D",NA,55427513,55428479,"-","up_regulated"
"TraesCS1D02G078900",555.84440081008,1.84531740572848,0.494864631323091,3.72893371020426,0.000192291724342239,0.00175060912302702,"chr1D",NA,60940440,60941321,"-","up_regulated"
"TraesCS1D02G083900",82.1566559798544,1.05614884040467,0.330575542599847,3.19487894385192,0.00139889503858724,0.00906987540157193,"chr1D",NA,66987761,66987844,"-","up_regulated"
"TraesCS1D02G086000",16.7055676971789,2.3972923699807,0.244054371972175,9.82277986093207,8.98315512289069e-23,7.08250324524181e-20,"chr1D",NA,70456810,70457112,"-","up_regulated"
"TraesCS1D02G089900",1.15517349329959,2.67796615757165,0.756993069737166,3.53763629368689,0.000403725760301766,0.00325594524880819,"chr1D",NA,75915247,75915618,"+","up_regulated"
"TraesCS1D02G127700",1.59779950830288,1.64694607433612,0.537150882620751,3.06607720032161,0.00216887307333766,0.0129924460637534,"chr1D",NA,140519165,140519212,"+","up_regulated"
"TraesCS1D02G144400",286.464811112108,1.42773998663933,0.166347220025455,8.58289057322903,9.25183578218937e-18,2.22882506390306e-15,"chr1D",NA,199839036,199839218,"-","up_regulated"
"TraesCS1D02G147900",10.0390663862679,3.84147489875693,0.769180499672469,4.9942437443392,5.90667610928219e-07,1.18579599287647e-05,"chr1D",NA,203921543,203921602,"-","up_regulated"
"TraesCS1D02G168500",31.4857954361965,1.11278020742504,0.197935815517443,5.62192448353023,1.88841816782181e-08,5.57059272541007e-07,"chr1D",NA,240664853,240665280,"-","up_regulated"
